PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3 (Flitecam data),f_evsg, PAH G7.6, PAH G7.8
3.89E-07,2.64E-07,8.57E-07,2.36E-08,1.25E-07,1.07E-07,0,5.67E-07,5.46E-07
6.48E-06,2.13E-06,1.34E-05,3.57E-07,2.33E-06,6.80E-07,0.1652648764,0,0
7.06E-06,2.24E-06,1.41E-05,3.85E-07,2.56E-06,8.42E-07,0.1406409551,1.19E-05,5.04E-06
7.05E-06,2.30E-06,1.45E-05,4.17E-07,2.66E-06,8.53E-07,0.1048864538,1.22E-05,5.08E-06
7.23E-06,2.34E-06,1.48E-05,4.29E-07,2.66E-06,6.41E-07,0.07413846543,1.25E-05,5.05E-06
7.47E-06,2.43E-06,1.50E-05,4.33E-07,2.65E-06,9.64E-07,0.07044986797,1.26E-05,5.06E-06
7.78E-06,2.60E-06,1.49E-05,4.42E-07,2.65E-06,1.32E-06,0.08973420172,1.26E-05,5.09E-06
7.90E-06,2.74E-06,1.44E-05,4.44E-07,2.62E-06,1.43E-06,0.1068709901,1.26E-05,5.15E-06
7.94E-06,2.79E-06,1.43E-05,4.34E-07,2.57E-06,1.39E-06,0.1264400194,1.28E-05,5.34E-06
7.79E-06,2.82E-06,1.42E-05,4.25E-07,2.49E-06,1.34E-06,0.1686493212,1.28E-05,5.58E-06
7.64E-06,2.86E-06,1.40E-05,4.09E-07,2.40E-06,1.43E-06,0.2138224128,1.25E-05,5.71E-06
7.73E-06,2.90E-06,1.38E-05,3.90E-07,2.28E-06,1.16E-06,0.2387193139,1.20E-05,5.51E-06
7.40E-06,2.86E-06,1.30E-05,3.70E-07,2.11E-06,1.04E-06,0.2448002212,1.12E-05,5.06E-06
6.81E-06,2.62E-06,1.22E-05,3.56E-07,1.96E-06,8.87E-07,0.2369785734,1.03E-05,4.67E-06
6.25E-06,2.39E-06,1.15E-05,3.50E-07,1.87E-06,6.27E-07,0.2101279744,9.37E-06,4.18E-06
5.87E-06,2.28E-06,1.06E-05,3.48E-07,1.80E-06,6.66E-07,0.1758514536,8.72E-06,3.82E-06
5.60E-06,2.26E-06,1.05E-05,3.48E-07,1.81E-06,6.61E-07,0.1684201704,8.74E-06,3.88E-06
5.84E-06,2.30E-06,1.08E-05,3.31E-07,1.87E-06,6.79E-07,0.1871742135,9.01E-06,4.05E-06
6.14E-06,2.40E-06,1.11E-05,3.30E-07,1.93E-06,8.10E-07,0.1802586253,9.45E-06,4.21E-06
6.36E-06,2.53E-06,1.16E-05,3.59E-07,1.98E-06,5.95E-07,0.1428863756,9.90E-06,4.29E-06
6.52E-06,2.61E-06,1.19E-05,3.70E-07,2.06E-06,8.94E-07,0.1119978918,1.02E-05,4.41E-06
6.43E-06,2.71E-06,1.22E-05,3.68E-07,2.16E-06,1.03E-06,0.1003244458,1.06E-05,4.66E-06
6.63E-06,2.91E-06,1.26E-05,3.76E-07,2.27E-06,1.25E-06,0.1076728611,1.11E-05,5.00E-06
6.91E-06,3.16E-06,1.31E-05,3.76E-07,2.38E-06,1.35E-06,0.1266449625,1.15E-05,5.33E-06
7.08E-06,3.41E-06,1.35E-05,3.61E-07,2.45E-06,1.39E-06,0.1457229398,1.17E-05,5.57E-06
7.29E-06,3.69E-06,1.37E-05,3.55E-07,2.45E-06,1.47E-06,0.1742446101,1.17E-05,5.77E-06
7.39E-06,3.95E-06,1.36E-05,3.57E-07,2.43E-06,1.71E-06,0.2171912613,1.15E-05,5.94E-06
7.56E-06,4.14E-06,1.37E-05,3.41E-07,2.38E-06,2.17E-06,0.2619866301,1.13E-05,6.09E-06
7.64E-06,4.45E-06,1.40E-05,3.18E-07,2.31E-06,2.34E-06,0.3098526553,1.14E-05,6.42E-06
7.89E-06,4.93E-06,1.44E-05,2.85E-07,2.23E-06,2.78E-06,0.3772521386,1.14E-05,6.85E-06
7.96E-06,5.42E-06,1.44E-05,2.43E-07,2.13E-06,3.24E-06,0.4511137009,1.09E-05,7.10E-06
7.78E-06,5.71E-06,1.40E-05,2.14E-07,1.91E-06,3.41E-06,0.5045471747,9.99E-06,7.17E-06
7.21E-06,5.28E-06,1.32E-05,1.75E-07,1.54E-06,2.25E-06,0.5451533351,8.82E-06,6.73E-06
6.17E-06,4.34E-06,1.14E-05,1.66E-07,1.21E-06,1.73E-06,0.5793142715,7.81E-06,5.92E-06
5.05E-06,3.38E-06,9.04E-06,1.41E-07,9.71E-07,9.67E-07,0.6021749284,6.49E-06,5.00E-06
4.17E-06,2.82E-06,7.69E-06,1.06E-07,8.60E-07,1.03E-06,0.6069450077,5.60E-06,4.33E-06
3.55E-06,2.43E-06,6.87E-06,9.11E-08,7.83E-07,8.41E-07,0.5919832029,5.02E-06,3.85E-06
3.21E-06,2.09E-06,5.90E-06,9.88E-08,7.00E-07,6.37E-07,0.5644193415,4.34E-06,3.28E-06
2.98E-06,1.78E-06,5.09E-06,8.96E-08,6.50E-07,3.81E-07,0.5241371854,3.78E-06,2.75E-06
2.56E-06,1.62E-06,4.88E-06,9.23E-08,6.10E-07,4.77E-07,0.4819865338,3.59E-06,2.50E-06
2.26E-06,1.50E-06,4.54E-06,9.40E-08,5.69E-07,3.61E-07,0.4624261814,3.37E-06,2.40E-06
-1.56E-07,-7.58E-08,0,0,0,8.18E-08,0.06191496318,2.93E-06,2.23E-06
-1.32E-07,-6.94E-08,0,0,0,3.28E-07,0.06191496318,2.59E-06,2.04E-06
-9.82E-08,-6.63E-08,0,0,0,2.68E-08,0.06191496318,2.39E-06,1.96E-06
-5.31E-08,-4.20E-08,0,0,0,1.45E-07,0.06191496318,2.25E-06,1.97E-06
-6.17E-08,-2.78E-08,0,0,0,2.20E-07,0.06191496318,0,0
-2.14E-07,-4.55E-08,0,0,0,4.90E-07,0.06191496318,0,0
-2.67E-06,0,0,0,0,3.18E-06,0.06191496318,0,0
-1.46E-06,0,0,0,0,1.29E-05,0.06191496318,0,0
-4.02E-07,-5.69E-08,0,0,0,2.95E-06,0.06191496318,0,0
-5.08E-07,-1.73E-09,0,0,0,1.06E-07,0.06191496318,0,0
-3.27E-07,-2.22E-08,0,0,0,7.92E-08,0.06191496318,0,0
-1.06E-07,-1.52E-08,0,0,0,-2.32E-07,0.06191496318,0,0
-8.65E-08,-5.98E-08,0,0,0,2.05E-07,0.06191496318,0,0
-9.09E-08,-5.41E-08,0,0,0,3.04E-08,0.06191496318,0,0
6.71E-07,4.10E-07,1.20E-06,4.68E-08,2.28E-07,2.14E-08,0.6083263791,7.41E-07,8.09E-07
5.30E-07,4.27E-07,1.09E-06,4.60E-08,1.77E-07,-1.49E-08,0.5836597822,6.77E-07,6.97E-07
4.17E-07,3.57E-07,1.19E-06,4.49E-08,1.36E-07,-6.61E-08,0.3921970023,7.33E-07,6.65E-07
4.10E-07,2.74E-07,8.53E-07,3.08E-08,1.18E-07,5.47E-08,0.174369749,5.65E-07,5.57E-07
6.14E-06,1.98E-06,1.26E-05,3.32E-07,2.13E-06,7.95E-07,0.1901570952,0,0
6.69E-06,2.11E-06,1.33E-05,3.61E-07,2.35E-06,7.40E-07,0.1687413209,1.11E-05,4.77E-06
6.73E-06,2.18E-06,1.36E-05,3.89E-07,2.47E-06,7.51E-07,0.1309394684,1.15E-05,4.84E-06
6.75E-06,2.20E-06,1.39E-05,4.04E-07,2.48E-06,6.78E-07,0.09554255924,1.16E-05,4.70E-06
6.99E-06,2.29E-06,1.40E-05,4.12E-07,2.46E-06,8.57E-07,0.08636714077,1.17E-05,4.70E-06
7.28E-06,2.49E-06,1.38E-05,4.21E-07,2.47E-06,1.33E-06,0.1021533659,1.17E-05,4.80E-06
7.54E-06,2.73E-06,1.40E-05,4.20E-07,2.50E-06,1.49E-06,0.1238110541,1.21E-05,5.09E-06
7.76E-06,2.91E-06,1.44E-05,4.19E-07,2.52E-06,1.64E-06,0.1524280262,1.27E-05,5.56E-06
7.96E-06,3.00E-06,1.47E-05,4.16E-07,2.49E-06,1.50E-06,0.1974211771,1.30E-05,5.91E-06
7.79E-06,3.06E-06,1.46E-05,4.03E-07,2.43E-06,1.44E-06,0.2456112676,1.27E-05,6.06E-06
7.70E-06,3.06E-06,1.41E-05,3.83E-07,2.31E-06,1.29E-06,0.2690914399,1.21E-05,5.80E-06
7.35E-06,2.92E-06,1.30E-05,3.64E-07,2.11E-06,1.23E-06,0.2656747514,1.10E-05,5.18E-06
6.67E-06,2.62E-06,1.20E-05,3.53E-07,1.94E-06,7.88E-07,0.2461921504,1.02E-05,4.72E-06
6.06E-06,2.36E-06,1.09E-05,3.45E-07,1.82E-06,5.91E-07,0.2154665498,9.12E-06,4.11E-06
5.79E-06,2.20E-06,1.02E-05,3.37E-07,1.76E-06,5.85E-07,0.1880231817,8.40E-06,3.70E-06
5.58E-06,2.17E-06,1.02E-05,3.36E-07,1.77E-06,5.05E-07,0.1840878549,8.52E-06,3.80E-06
5.78E-06,2.22E-06,1.06E-05,3.27E-07,1.82E-06,6.94E-07,0.1970411393,8.83E-06,3.96E-06
5.88E-06,2.32E-06,1.10E-05,3.31E-07,1.87E-06,7.65E-07,0.1825169854,9.35E-06,4.13E-06
6.10E-06,2.43E-06,1.14E-05,3.54E-07,1.92E-06,7.58E-07,0.1427446394,9.78E-06,4.21E-06
6.34E-06,2.52E-06,1.16E-05,3.60E-07,2.00E-06,8.92E-07,0.1150186664,1.00E-05,4.30E-06
6.38E-06,2.64E-06,1.20E-05,3.53E-07,2.14E-06,1.11E-06,0.1090531907,1.04E-05,4.58E-06
6.58E-06,2.88E-06,1.26E-05,3.63E-07,2.27E-06,1.26E-06,0.1190347038,1.10E-05,5.01E-06
6.90E-06,3.14E-06,1.31E-05,3.68E-07,2.35E-06,1.25E-06,0.1358097813,1.14E-05,5.38E-06
6.93E-06,3.32E-06,1.33E-05,3.52E-07,2.39E-06,1.51E-06,0.1487492338,1.14E-05,5.53E-06
6.90E-06,3.52E-06,1.34E-05,3.42E-07,2.39E-06,1.39E-06,0.1748337172,1.13E-05,5.62E-06
7.07E-06,3.73E-06,1.32E-05,3.39E-07,2.36E-06,1.50E-06,0.2156778187,1.10E-05,5.66E-06
7.25E-06,3.96E-06,1.32E-05,3.19E-07,2.30E-06,2.11E-06,0.2567326575,1.09E-05,5.79E-06
7.39E-06,4.27E-06,1.35E-05,2.88E-07,2.22E-06,2.59E-06,0.3107851481,1.09E-05,6.16E-06
7.71E-06,4.64E-06,1.37E-05,2.65E-07,2.11E-06,3.04E-06,0.3968849326,1.07E-05,6.42E-06
6.86E-06,5.01E-06,1.34E-05,2.83E-07,1.97E-06,4.63E-06,0.4872608832,9.97E-06,6.46E-06
6.28E-06,5.22E-06,1.23E-05,2.90E-07,1.72E-06,4.13E-06,0.5494140884,8.36E-06,6.24E-06
6.37E-06,4.62E-06,1.10E-05,1.84E-07,1.38E-06,2.08E-06,0.5796192249,7.16E-06,5.81E-06
5.56E-06,3.87E-06,9.98E-06,1.75E-07,1.12E-06,1.70E-06,0.5894292643,6.69E-06,5.16E-06
4.78E-06,3.22E-06,8.48E-06,1.49E-07,8.97E-07,1.12E-06,0.5974059993,5.92E-06,4.67E-06
4.03E-06,2.66E-06,7.33E-06,1.00E-07,7.76E-07,7.45E-07,0.612731709,5.23E-06,4.21E-06
3.36E-06,2.26E-06,6.41E-06,8.66E-08,7.01E-07,5.84E-07,0.6092009848,4.64E-06,3.72E-06
2.99E-06,1.88E-06,5.45E-06,8.83E-08,6.22E-07,3.19E-07,0.5823252104,3.99E-06,3.11E-06
2.72E-06,1.59E-06,4.76E-06,8.02E-08,5.88E-07,2.81E-07,0.535334864,3.46E-06,2.56E-06
2.37E-06,1.48E-06,4.56E-06,8.38E-08,5.66E-07,4.36E-07,0.4941031991,3.23E-06,2.26E-06
2.09E-06,1.39E-06,4.25E-06,8.73E-08,5.37E-07,2.63E-07,0.4777462609,3.09E-06,2.21E-06
-1.65E-07,-7.43E-08,0,0,0,2.65E-07,0.06191496318,2.74E-06,2.10E-06
-1.34E-07,-6.44E-08,0,0,0,3.13E-08,0.06191496318,2.42E-06,1.92E-06
-9.40E-08,-5.70E-08,0,0,0,1.29E-07,0.06191496318,2.22E-06,1.84E-06
-7.56E-08,-3.68E-08,0,0,0,3.83E-08,0.06191496318,2.07E-06,1.80E-06
-7.44E-08,-2.70E-08,0,0,0,3.93E-07,0.06191496318,0,0
-1.93E-07,-1.40E-08,0,0,0,5.03E-07,0.06191496318,0,0
-1.56E-06,0,0,0,0,1.19E-06,0.06191496318,0,0
-9.41E-07,0,0,0,0,5.70E-06,0.06191496318,0,0
-3.22E-07,0,0,0,0,1.52E-06,0.06191496318,0,0
-4.70E-07,-8.03E-09,0,0,0,1.78E-07,0.06191496318,0,0
-2.24E-07,-1.82E-08,0,0,0,-3.14E-09,0.06191496318,0,0
-9.23E-08,-1.20E-08,0,0,0,-7.71E-08,0.06191496318,0,0
-8.40E-08,-6.12E-08,0,0,0,-1.01E-07,0.06191496318,0,0
-8.49E-08,-3.92E-08,0,0,0,-8.32E-08,0.06191496318,0,0
6.00E-07,3.86E-07,1.11E-06,3.85E-08,2.19E-07,1.26E-07,0.5834095908,6.84E-07,7.95E-07
5.14E-07,4.09E-07,9.95E-07,3.96E-08,1.71E-07,-1.04E-08,0.5385091378,6.02E-07,6.53E-07
3.82E-07,3.28E-07,1.13E-06,3.74E-08,1.34E-07,8.82E-08,0.3219862144,6.50E-07,6.05E-07
3.83E-07,2.44E-07,8.67E-07,2.46E-08,1.25E-07,1.89E-07,0.0482661467,5.26E-07,5.62E-07
5.68E-06,1.82E-06,1.18E-05,3.14E-07,1.91E-06,5.23E-07,0.2014071026,0,0
6.32E-06,1.97E-06,1.25E-05,3.42E-07,2.13E-06,7.36E-07,0.1842837589,1.10E-05,4.78E-06
6.42E-06,2.04E-06,1.29E-05,3.69E-07,2.28E-06,8.55E-07,0.147775104,1.12E-05,4.80E-06
6.38E-06,2.06E-06,1.29E-05,3.85E-07,2.31E-06,8.45E-07,0.1143447501,1.14E-05,4.70E-06
6.60E-06,2.14E-06,1.31E-05,3.95E-07,2.29E-06,7.40E-07,0.1048994049,1.15E-05,4.72E-06
6.99E-06,2.38E-06,1.29E-05,4.02E-07,2.32E-06,1.14E-06,0.1196364555,1.15E-05,4.85E-06
7.35E-06,2.73E-06,1.34E-05,4.00E-07,2.40E-06,1.38E-06,0.1525137181,1.19E-05,5.19E-06
7.80E-06,3.04E-06,1.46E-05,4.05E-07,2.47E-06,1.82E-06,0.1913510313,1.27E-05,5.76E-06
8.07E-06,3.20E-06,1.50E-05,4.11E-07,2.48E-06,1.79E-06,0.2369850393,1.30E-05,6.19E-06
7.91E-06,3.25E-06,1.48E-05,4.00E-07,2.45E-06,1.88E-06,0.2867142942,1.26E-05,6.27E-06
7.77E-06,3.23E-06,1.42E-05,3.80E-07,2.33E-06,1.36E-06,0.3066418021,1.18E-05,5.84E-06
7.48E-06,3.01E-06,1.28E-05,3.62E-07,2.10E-06,1.13E-06,0.2900751728,1.08E-05,5.20E-06
6.50E-06,2.64E-06,1.19E-05,3.52E-07,1.91E-06,7.32E-07,0.2553242424,9.81E-06,4.67E-06
5.94E-06,2.32E-06,1.07E-05,3.41E-07,1.78E-06,5.95E-07,0.2176436427,8.82E-06,4.07E-06
5.71E-06,2.13E-06,9.90E-06,3.32E-07,1.71E-06,4.66E-07,0.1906956147,8.24E-06,3.77E-06
5.44E-06,2.07E-06,1.00E-05,3.30E-07,1.72E-06,4.73E-07,0.1844054205,8.31E-06,3.86E-06
5.59E-06,2.13E-06,1.04E-05,3.29E-07,1.76E-06,5.86E-07,0.1928790677,8.55E-06,3.97E-06
5.80E-06,2.24E-06,1.08E-05,3.35E-07,1.81E-06,8.18E-07,0.1779654056,9.12E-06,4.15E-06
5.93E-06,2.33E-06,1.12E-05,3.48E-07,1.87E-06,8.48E-07,0.1424820402,9.55E-06,4.22E-06
6.17E-06,2.42E-06,1.14E-05,3.48E-07,1.96E-06,1.01E-06,0.119676568,9.84E-06,4.35E-06
6.34E-06,2.58E-06,1.18E-05,3.38E-07,2.12E-06,1.05E-06,0.1221160879,1.03E-05,4.66E-06
6.56E-06,2.85E-06,1.25E-05,3.45E-07,2.28E-06,1.21E-06,0.1391047911,1.09E-05,5.08E-06
6.93E-06,3.11E-06,1.30E-05,3.52E-07,2.34E-06,1.20E-06,0.1538045606,1.10E-05,5.35E-06
6.82E-06,3.24E-06,1.31E-05,3.40E-07,2.33E-06,1.40E-06,0.1551130542,1.09E-05,5.39E-06
6.67E-06,3.35E-06,1.29E-05,3.29E-07,2.31E-06,1.28E-06,0.1724889038,1.08E-05,5.42E-06
6.77E-06,3.52E-06,1.27E-05,3.26E-07,2.28E-06,1.49E-06,0.2089757891,1.06E-05,5.44E-06
6.99E-06,3.77E-06,1.27E-05,2.98E-07,2.22E-06,1.89E-06,0.2471180153,1.05E-05,5.60E-06
7.13E-06,4.10E-06,1.30E-05,2.70E-07,2.13E-06,2.67E-06,0.3077178209,1.02E-05,5.92E-06
7.63E-06,4.36E-06,1.28E-05,2.65E-07,2.00E-06,4.76E-06,0.4057539605,9.82E-06,6.06E-06
5.83E-06,4.64E-06,1.23E-05,3.39E-07,1.81E-06,2.44E-05,0.4957131259,1.07E-05,7.00E-06
5.13E-06,4.71E-06,1.04E-05,3.76E-07,1.52E-06,1.53E-05,0.5665699684,1.03E-05,8.25E-06
5.57E-06,4.02E-06,8.64E-06,2.40E-07,1.24E-06,2.97E-06,0.5659790319,5.59E-06,5.71E-06
4.98E-06,3.34E-06,8.58E-06,1.56E-07,1.04E-06,1.38E-06,0.5678790188,6.25E-06,4.64E-06
4.48E-06,2.96E-06,7.87E-06,1.30E-07,8.31E-07,9.78E-07,0.5898085774,5.57E-06,4.57E-06
3.86E-06,2.49E-06,6.94E-06,9.11E-08,6.93E-07,4.81E-07,0.618698437,4.83E-06,4.03E-06
3.25E-06,2.06E-06,6.00E-06,8.45E-08,6.18E-07,3.47E-07,0.6253886619,4.29E-06,3.54E-06
2.76E-06,1.73E-06,5.04E-06,8.35E-08,5.57E-07,2.78E-07,0.5976708967,3.67E-06,2.95E-06
2.45E-06,1.47E-06,4.42E-06,8.25E-08,5.31E-07,1.15E-07,0.5419210126,3.27E-06,2.47E-06
2.23E-06,1.33E-06,4.15E-06,7.87E-08,5.17E-07,2.16E-07,0.4988364811,3.07E-06,2.19E-06
1.93E-06,1.27E-06,3.96E-06,7.84E-08,5.05E-07,1.95E-07,0.4874611079,2.96E-06,2.15E-06
1.84E-06,1.16E-06,3.57E-06,7.44E-08,4.72E-07,3.53E-07,0.498224669,2.66E-06,2.06E-06
1.69E-06,1.11E-06,3.19E-06,6.85E-08,4.06E-07,2.29E-07,0.5009985182,2.40E-06,1.95E-06
-9.68E-08,-5.56E-08,0,0,0,9.91E-08,0.06191496318,2.26E-06,1.92E-06
-9.84E-08,-3.70E-08,0,0,0,4.53E-08,0.06191496318,2.14E-06,1.91E-06
-8.14E-08,-2.80E-08,0,0,0,3.61E-07,0.06191496318,0,0
-1.54E-07,-6.34E-09,0,0,0,6.06E-08,0.06191496318,0,0
-4.75E-07,-6.13E-10,0,0,0,6.03E-07,0.06191496318,0,0
-2.26E-07,0,0,0,0,7.88E-07,0.06191496318,0,0
-1.86E-07,-3.27E-09,0,0,0,2.58E-07,0.06191496318,0,0
-1.82E-07,-1.18E-07,0,0,0,-1.44E-07,0.06191496318,0,0
-1.03E-07,-6.17E-08,0,0,0,-1.80E-07,0.06191496318,0,0
-7.65E-08,-1.29E-08,0,0,0,-1.45E-07,0.06191496318,0,0
-9.19E-08,-3.77E-08,0,0,0,-1.11E-07,0.06191496318,0,0
-8.85E-08,-3.01E-08,0,0,0,-1.59E-08,0.06191496318,0,0
5.38E-07,3.64E-07,1.03E-06,2.96E-08,1.87E-07,-2.02E-07,0.4853707063,6.40E-07,7.24E-07
4.79E-07,3.95E-07,9.09E-07,3.35E-08,1.51E-07,1.21E-08,0.4360724824,5.78E-07,6.16E-07
3.76E-07,3.24E-07,1.03E-06,3.49E-08,1.20E-07,-1.56E-07,0.2220667731,5.66E-07,5.63E-07
3.35E-07,2.28E-07,8.11E-07,2.32E-08,1.26E-07,8.26E-08,0.05572901627,4.28E-07,5.05E-07
5.65E-06,1.81E-06,1.19E-05,3.09E-07,1.94E-06,6.48E-07,0.2064035458,0,0
6.34E-06,1.98E-06,1.25E-05,3.36E-07,2.15E-06,8.66E-07,0.1967586231,1.10E-05,4.82E-06
6.48E-06,2.06E-06,1.27E-05,3.63E-07,2.27E-06,6.11E-07,0.1618571658,1.11E-05,4.78E-06
6.48E-06,2.07E-06,1.28E-05,3.80E-07,2.32E-06,7.56E-07,0.1230162424,1.13E-05,4.67E-06
6.76E-06,2.16E-06,1.30E-05,3.92E-07,2.32E-06,9.03E-07,0.110080571,1.13E-05,4.63E-06
7.02E-06,2.42E-06,1.28E-05,4.04E-07,2.32E-06,9.63E-07,0.1323939116,1.13E-05,4.87E-06
7.40E-06,2.81E-06,1.33E-05,3.98E-07,2.37E-06,1.49E-06,0.1815911236,1.16E-05,5.26E-06
7.89E-06,3.21E-06,1.47E-05,3.91E-07,2.45E-06,2.01E-06,0.2342042615,1.25E-05,5.94E-06
8.18E-06,3.44E-06,1.52E-05,3.93E-07,2.46E-06,1.97E-06,0.2817348761,1.29E-05,6.46E-06
8.02E-06,3.43E-06,1.48E-05,3.83E-07,2.39E-06,1.63E-06,0.3229905202,1.24E-05,6.48E-06
7.95E-06,3.33E-06,1.39E-05,3.62E-07,2.23E-06,1.60E-06,0.3358167565,1.15E-05,5.94E-06
7.41E-06,3.05E-06,1.26E-05,3.41E-07,2.02E-06,1.08E-06,0.3153595992,1.05E-05,5.20E-06
6.39E-06,2.63E-06,1.16E-05,3.36E-07,1.85E-06,1.00E-06,0.2745156703,9.50E-06,4.61E-06
5.79E-06,2.30E-06,1.04E-05,3.31E-07,1.73E-06,7.18E-07,0.2332922176,8.53E-06,4.03E-06
5.46E-06,2.11E-06,9.78E-06,3.20E-07,1.65E-06,4.01E-07,0.2140199055,8.05E-06,3.80E-06
5.13E-06,2.05E-06,9.85E-06,3.19E-07,1.66E-06,6.05E-07,0.2133150234,8.12E-06,3.90E-06
5.46E-06,2.10E-06,1.02E-05,3.17E-07,1.73E-06,4.67E-07,0.2154584096,8.26E-06,3.93E-06
5.75E-06,2.19E-06,1.07E-05,3.21E-07,1.81E-06,7.60E-07,0.1931833689,8.86E-06,4.08E-06
5.98E-06,2.28E-06,1.10E-05,3.37E-07,1.87E-06,8.58E-07,0.1556590103,9.31E-06,4.16E-06
6.17E-06,2.39E-06,1.13E-05,3.41E-07,1.95E-06,9.93E-07,0.1372067705,9.66E-06,4.39E-06
6.39E-06,2.61E-06,1.18E-05,3.35E-07,2.11E-06,1.30E-06,0.1411324559,1.02E-05,4.77E-06
6.70E-06,2.88E-06,1.24E-05,3.39E-07,2.25E-06,1.49E-06,0.1574839059,1.07E-05,5.18E-06
6.84E-06,3.04E-06,1.27E-05,3.41E-07,2.29E-06,9.50E-07,0.1681793396,1.07E-05,5.33E-06
6.68E-06,3.09E-06,1.26E-05,3.26E-07,2.26E-06,1.18E-06,0.1580320253,1.05E-05,5.28E-06
6.47E-06,3.18E-06,1.24E-05,3.16E-07,2.21E-06,1.04E-06,0.1678882148,1.04E-05,5.22E-06
6.53E-06,3.36E-06,1.23E-05,3.14E-07,2.19E-06,1.54E-06,0.195628052,1.03E-05,5.23E-06
6.63E-06,3.60E-06,1.23E-05,2.89E-07,2.14E-06,1.69E-06,0.2208805373,1.02E-05,5.40E-06
6.89E-06,3.80E-06,1.19E-05,2.57E-07,1.97E-06,2.49E-06,0.2851940925,9.62E-06,5.74E-06
8.27E-06,3.96E-06,1.14E-05,2.81E-07,1.84E-06,6.48E-06,0.3814754126,9.03E-06,5.55E-06
0,-4.93E-07,0,0,0,5.39E-05,0.06191496318,1.35E-05,8.55E-06
0,-5.88E-07,0,0,0,2.86E-05,0.06191496318,1.26E-05,1.02E-05
-1.26E-06,-2.86E-07,0,0,0,3.50E-06,0.06191496318,4.78E-06,5.75E-06
5.18E-06,2.88E-06,8.26E-06,1.27E-07,1.06E-06,1.60E-06,0.532786618,6.19E-06,4.16E-06
4.19E-06,2.68E-06,7.57E-06,1.34E-07,7.71E-07,8.19E-07,0.612539317,5.29E-06,4.45E-06
3.55E-06,2.19E-06,6.54E-06,8.33E-08,6.43E-07,3.16E-07,0.6282045313,4.39E-06,3.80E-06
2.99E-06,1.88E-06,5.65E-06,7.84E-08,5.67E-07,3.24E-07,0.6418900785,3.90E-06,3.32E-06
2.56E-06,1.60E-06,4.74E-06,7.60E-08,5.35E-07,2.76E-07,0.6139294968,3.34E-06,2.76E-06
2.29E-06,1.39E-06,4.23E-06,7.36E-08,5.17E-07,2.23E-07,0.5599178005,3.05E-06,2.34E-06
2.12E-06,1.28E-06,3.95E-06,7.23E-08,4.94E-07,3.38E-07,0.5258077226,2.95E-06,2.14E-06
1.79E-06,1.20E-06,3.79E-06,6.79E-08,4.82E-07,2.21E-07,0.5158534077,2.82E-06,2.06E-06
1.75E-06,1.12E-06,3.47E-06,6.89E-08,4.59E-07,1.20E-07,0.5202794622,2.55E-06,1.99E-06
1.68E-06,1.09E-06,3.17E-06,6.39E-08,4.05E-07,2.33E-07,0.5302769863,2.42E-06,1.97E-06
1.53E-06,1.03E-06,3.05E-06,5.23E-08,3.51E-07,1.00E-07,0.5539811819,2.33E-06,1.98E-06
1.41E-06,9.21E-07,2.90E-06,4.15E-08,3.15E-07,2.12E-07,0.5770006369,2.24E-06,2.01E-06
-9.44E-08,-3.61E-08,0,0,0,1.67E-07,0.06191496318,0,0
-1.16E-07,-1.67E-08,0,0,0,2.16E-07,0.06191496318,0,0
-2.92E-07,-2.66E-08,0,0,0,2.22E-07,0.06191496318,0,0
-1.69E-07,-1.36E-08,0,0,0,1.29E-07,0.06191496318,0,0
-1.84E-07,-2.74E-09,0,0,0,7.35E-08,0.06191496318,0,0
-1.46E-07,-1.07E-07,0,0,0,-1.50E-07,0.06191496318,0,0
-7.83E-08,-5.52E-08,0,0,0,-2.82E-07,0.06191496318,0,0
-6.73E-08,-1.66E-08,0,0,0,-3.06E-08,0.06191496318,0,0
-8.06E-08,-3.07E-08,0,0,0,-1.75E-07,0.06191496318,0,0
-8.63E-08,-3.57E-08,0,0,0,-6.42E-09,0.06191496318,0,0
5.44E-07,3.63E-07,9.26E-07,3.54E-08,1.77E-07,-4.93E-08,0.4300784327,5.80E-07,6.49E-07
4.68E-07,3.80E-07,8.76E-07,3.87E-08,1.52E-07,5.52E-08,0.3166940434,5.67E-07,5.91E-07
3.53E-07,3.09E-07,9.25E-07,4.06E-08,1.21E-07,3.97E-08,0,5.21E-07,5.35E-07
2.98E-07,2.20E-07,6.92E-07,2.61E-08,1.19E-07,1.95E-07,0,3.80E-07,4.44E-07
5.64E-06,1.80E-06,1.20E-05,3.04E-07,1.97E-06,8.06E-07,0.2125219194,0,0
6.31E-06,2.00E-06,1.25E-05,3.28E-07,2.16E-06,7.09E-07,0.207293079,1.13E-05,5.00E-06
6.45E-06,2.07E-06,1.25E-05,3.57E-07,2.26E-06,8.85E-07,0.1701770572,1.16E-05,5.01E-06
6.54E-06,2.09E-06,1.27E-05,3.77E-07,2.30E-06,9.11E-07,0.1229012279,1.19E-05,5.00E-06
6.74E-06,2.18E-06,1.25E-05,3.91E-07,2.29E-06,1.06E-06,0.1131722905,1.20E-05,5.03E-06
6.89E-06,2.47E-06,1.30E-05,4.09E-07,2.28E-06,1.33E-06,0.1559340572,1.19E-05,5.19E-06
